strategy,task_id,candidate_id,checked_order,accepted_by_policy,hidden_oracle_pass,semantic_regression,p_reg,cost,outcome_L0,outcome_L1,outcome_L2,outcome_L3
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_free_shipping_task:286-337::cdad0fed,c4219ee7f2ae32e5,1,True,False,1,0.8986856937408447,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_age_gate_task:340-385::610d8904,59448ef8c23b59c8,1,True,False,1,0.9446260333061218,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_lock_policy_task:388-433::3964c8d6,23e47a06f83cc2aa,1,True,True,0,0.006410359870642424,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,cc6058d9957a9c00,1,False,False,1,0.8842387795448303,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_quantity_bonus_task:500-546::57eb18d6,558c238155353bb3,1,True,False,1,0.9824938178062439,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_guard_task:549-596::261ff20f,7d8ab08f08c742e5,1,True,True,0,0.010768596082925797,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_email_normalization_task:599-635::88861f48,20ac10f6104e42ec,1,True,True,0,0.0001466590620111674,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_loyalty_tier_task:638-677::9e070311,bd0b0bf575b4dd63,1,True,False,1,0.8956935405731201,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_flag_conversion_task:680-717::2f4ef9fe,1f749cb74e8890b4,1,True,False,1,0.717090904712677,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_undercovered_expedite_task:720-774::2c47ce64,439b6c536b33b4c0,1,True,False,1,0.9670820236206055,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::choose_task_builder:792-808::6da28c40,0abfe19799952611,1,True,True,0,0.014067177660763264,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_task_split:811-817::f4fa3846,4b9bcb0779165502,1,True,True,0,0.0011306027881801128,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_repair_example:820-836::9fc6bdd7,4653e43663718bbd,1,True,False,1,0.730635941028595,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_sft_records:839-863::632a6e5c,3ce1e727fb1c9ac7,1,True,True,0,0.295439213514328,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::generate_benchmark:866-902::cd17f6c6,23b7adb9a3d8e4d5,1,True,False,1,0.5175923705101013,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::main:905-921::db8cb0f6,490d436871183ff5,1,True,True,0,0.0036941973958164454,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::resolve_device:43-59::a3055806,d907de50623323b1,1,True,False,1,0.13002260029315948,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::load_model:66-75::4265e9e7,e1e8fc2b53ffe4af,1,True,False,1,0.9757859110832214,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::generate_code:82-112::38f2ef88,04679203772db5b0,1,True,True,0,0.06627941876649857,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::syntax_ok:115-117::17d008d4,653380b93e31674c,1,True,True,0,0.017744483426213264,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::build_failure_feedback:124-137::1c56e718,f9248cd1eb206672,1,True,True,0,0.005119010806083679,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_baseline:140-167::60d0cd78,4f99c22c9ce213df,1,True,True,0,0.0017487503355368972,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,1252818dfd218189,1,False,False,1,0.7436542510986328,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::aggregate:236-263::aed16fba,ce85227550f0367e,1,True,True,0,0.0023224044125527143,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_predictions:266-270::d74204aa,f4eb4a3bf54abe54,1,True,True,0,0.00025536015164107084,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_summary_csv:277-283::db0ee36f,b8dfcad90044839e,1,True,True,0,0.09772292524576187,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::plot_metric:286-301::1fb502b9,f3941c66f47faf4c,1,True,False,1,0.9838759303092957,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_report:304-343::402b058d,837cfffa71146290,1,True,True,0,0.0013645471772179008,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,7246834bc2390d6a,1,False,False,1,0.733603835105896,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::run:9-11::a263418f,8187cbf14d2748ab,1,True,True,0,7.144223218347179e-06,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,dd4fe8267693d65f,1,False,False,1,0.5730499029159546,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::resolve_device_flags:78-82::f9ad318a,21b33350535959e1,1,True,False,1,0.4394418001174927,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,edc33528df404689,1,False,True,0,0.0013694833032786846,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__init__:24-39::a437d904,dd9d7f9ab74f6a9c,1,True,False,1,0.9913794994354248,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__getitem__:44-50::c0da7b8a,b82d36bb53beb5f5,1,True,True,0,0.08706261217594147,1.0,True,,,
Zero-shot,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__call__:57-75::e6d8f0c1,289209b50fff4480,1,True,False,1,0.5418437123298645,1.0,True,,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::dump_jsonl:32-36::29d5b62d,6d18f0834d6efa67,1,True,True,0,0.00015670014545321465,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::load_jsonl:39-41::20c393be,242374d149c14fd6,1,True,True,0,0.00013527121336665004,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_ordinary_refactor_prompt:48-64::4b1371eb,552c8d3cbbcda4b5,1,True,True,0,0.009768218733370304,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_guarded_refactor_prompt:67-85::1a745918,809bdf3379cc3d01,1,True,True,0,0.0006281640380620956,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_feedback_text:92-107::ae986563,e6952aaa03a6175b,1,True,False,1,0.14542007446289062,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_repair_prompt:110-133::46526e3c,6471c7c9de08371e,1,True,True,0,0.007675463333725929,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::extract_generated_code:136-147::873bfea7,d8e3a0ae4ae0969a,1,True,True,0,0.0020273050758987665,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::run_code_on_case:150-158::9b24b1d3,aac316d68bbcf60a,1,True,False,1,0.5959668159484863,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::find_first_failure:161-168::59679dd0,b070a95940479e32,1,True,False,1,0.18953606486320496,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,3f55b3170759f4b2,1,False,True,0,0.005361772142350674,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,87dfff22acd04dec,2,False,False,1,0.801105797290802,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,66632d412c8d5bd7,3,False,False,1,0.8081778287887573,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,ee3e9d96fc139023,4,False,False,1,0.8106188178062439,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,401235ed030bce78,5,False,False,1,0.8139187693595886,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,081238dd052200d6,6,False,False,1,0.8246282339096069,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,7a57d30f9aa015b3,7,False,True,0,0.8264415264129639,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,e6b66fcf39a521cc,8,False,True,0,0.8226488828659058,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,9cfcd96876be0d16,9,False,False,1,0.8326135277748108,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,14f5ccd88b5b8eed,10,False,False,1,0.8326667547225952,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,2401a913e5923fac,11,False,False,1,0.8327059149742126,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,7f1031ca0d300182,12,False,True,0,0.16893859207630157,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,dbd4e52047565c76,13,False,False,1,0.8628391623497009,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,cf30fb41c5399263,14,False,False,1,0.8782568573951721,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,69b64758168e1cdc,15,False,False,1,0.8856585621833801,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,2724d640d4096096,16,False,False,1,0.893462061882019,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,65b5c95a7cf5f982,17,False,False,1,0.904172420501709,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,979286908b29bdb5,18,False,True,0,0.0005818913923576474,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,eb27ada8f0aea764,19,False,False,1,0.9140745997428894,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,f5b30a946618ce69,20,False,False,1,0.9246821403503418,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,013c76751b60dcd6,21,False,False,1,0.9284610748291016,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_free_shipping_task:286-337::cdad0fed,c4219ee7f2ae32e5,1,True,False,1,0.8986856937408447,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_age_gate_task:340-385::610d8904,59448ef8c23b59c8,1,True,False,1,0.9446260333061218,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_lock_policy_task:388-433::3964c8d6,23e47a06f83cc2aa,1,True,True,0,0.006410359870642424,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,cc6058d9957a9c00,1,False,False,1,0.8842387795448303,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,b6b9d0b846369867,2,False,False,1,0.8867427706718445,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,f2551001a1a1830c,3,False,False,1,0.8927128314971924,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,6628c19c5714d867,4,False,False,1,0.8933998346328735,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,26298de9156e1f6f,5,False,False,1,0.9008657932281494,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,dd06acb0de9d1c64,6,False,True,0,0.8909276127815247,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,0ad9fd0de4628824,7,False,False,1,0.9016015529632568,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,ef6c467c4fc6cd42,8,False,False,1,0.8862985968589783,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,bafebd9aac48c47d,9,False,False,1,0.8879234790802002,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,f309a9c17f4d185c,10,False,True,0,0.08551725745201111,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,f3dc24e0e0b9da76,11,False,False,1,0.8945624232292175,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,33962fc29e8adce6,12,False,False,1,0.8740788102149963,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,b840382d7e80a135,13,False,False,1,0.859322190284729,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,aa796cee753c5551,14,False,False,1,0.8550615906715393,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,e2f09e417d7d9dfc,15,False,True,0,0.0013868390815332532,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,9fb1bb003b1f93c7,16,False,True,0,0.09196293354034424,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,49c6165f242b6f0a,17,False,False,1,0.7595812082290649,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,a0dce8990d85ac64,18,False,False,1,0.7460752725601196,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,872c9a698d4d1aaa,19,False,False,1,0.7061941623687744,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,606d2f9e49a2ddf4,20,False,True,0,0.677880048751831,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,2be128365b67fa0c,21,False,False,1,0.42424795031547546,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_quantity_bonus_task:500-546::57eb18d6,558c238155353bb3,1,True,False,1,0.9824938178062439,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_guard_task:549-596::261ff20f,7d8ab08f08c742e5,1,True,True,0,0.010768596082925797,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_email_normalization_task:599-635::88861f48,20ac10f6104e42ec,1,True,True,0,0.0001466590620111674,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_loyalty_tier_task:638-677::9e070311,bd0b0bf575b4dd63,1,False,False,1,0.8956935405731201,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_loyalty_tier_task:638-677::9e070311,cedf163bf64ceafc,2,True,False,1,0.8710498213768005,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_flag_conversion_task:680-717::2f4ef9fe,1f749cb74e8890b4,1,False,False,1,0.717090904712677,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_flag_conversion_task:680-717::2f4ef9fe,721ed16152ab72b7,2,True,False,1,0.723742663860321,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_undercovered_expedite_task:720-774::2c47ce64,439b6c536b33b4c0,1,False,False,1,0.9670820236206055,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_undercovered_expedite_task:720-774::2c47ce64,4793f105f4c20967,2,True,False,1,0.9615688323974609,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::choose_task_builder:792-808::6da28c40,0abfe19799952611,1,True,True,0,0.014067177660763264,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_task_split:811-817::f4fa3846,4b9bcb0779165502,1,True,True,0,0.0011306027881801128,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_repair_example:820-836::9fc6bdd7,4653e43663718bbd,1,True,False,1,0.730635941028595,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_sft_records:839-863::632a6e5c,3ce1e727fb1c9ac7,1,True,True,0,0.295439213514328,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::generate_benchmark:866-902::cd17f6c6,23b7adb9a3d8e4d5,1,True,False,1,0.5175923705101013,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::main:905-921::db8cb0f6,490d436871183ff5,1,True,True,0,0.0036941973958164454,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::resolve_device:43-59::a3055806,d907de50623323b1,1,True,False,1,0.13002260029315948,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::load_model:66-75::4265e9e7,e1e8fc2b53ffe4af,1,True,False,1,0.9757859110832214,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::generate_code:82-112::38f2ef88,04679203772db5b0,1,True,True,0,0.06627941876649857,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::syntax_ok:115-117::17d008d4,653380b93e31674c,1,True,True,0,0.017744483426213264,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::build_failure_feedback:124-137::1c56e718,f9248cd1eb206672,1,True,True,0,0.005119010806083679,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_baseline:140-167::60d0cd78,4f99c22c9ce213df,1,True,True,0,0.0017487503355368972,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,1252818dfd218189,1,False,False,1,0.7436542510986328,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,f16ba2f935980844,2,False,False,1,0.7282677888870239,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,b3bf574c4f92aee1,3,False,False,1,0.9956761002540588,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,425a3b15eb8c6089,4,False,False,1,0.7262123227119446,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,a7c65cbe3f5f482b,5,False,False,1,0.7249189019203186,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,58c853822c77cf2b,6,False,True,0,0.41734957695007324,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,bbf2b55305e86918,7,False,False,1,0.7315576672554016,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,15db3182b3573480,8,False,False,1,0.7359139323234558,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,d8035aa1d4ec4d0a,9,False,True,0,0.024126924574375153,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,2a8ce9ee9c97c22c,10,False,True,0,0.5737116932868958,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,b1baad8ea08f363b,11,False,False,1,0.7231225967407227,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,55f43d785a1aaf46,12,False,True,0,0.6995262503623962,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,c5a53a0b7cbe8b77,13,False,True,0,0.7135306596755981,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,d500fb9f7b81b6fa,14,False,False,1,0.7069120407104492,5.0,True,True,,
